Metric,Value,Year,Institution,Numeric Value,Rank,Decile,UKPRN,Consistent Name,RG Rank
Graduate prospects (%),81.7,2020,University of Dundee,81.7,30.0,8.0,10007852,University of Dundee,
Graduate prospects (%),77.5,2020,University of Edinburgh,77.5,57.0,6.0,10007790,University of Edinburgh,24.0
Graduate prospects (%),84.4,2020,University of Sheffield,84.4,19.0,9.0,10007157,University of Sheffield,12.0
Graduate prospects (%),80.9,2020,University of Aberdeen,80.9,39.0,7.0,10007783,University of Aberdeen,
Graduate prospects (%),85.8,2020,Newcastle University,85.8,10.0,10.0,10007799,University of Newcastle Upon Tyne,5.0
Graduate prospects (%),85.4,2020,University of Liverpool,85.4,14.0,9.0,10006842,University of Liverpool,8.0
Graduate prospects (%),84.5,2020,King's College London,84.5,18.0,9.0,10003645,King's College London,11.0
Graduate prospects (%),85.6,2020,Swansea University,85.6,12.0,10.0,10007855,Swansea University,
Graduate prospects (%),81.0,2020,University of Surrey,81.0,38.0,8.0,10007160,University of Surrey,
Graduate prospects (%),79.3,2020,Heriot-Watt University,79.3,51.0,7.0,10007764,Heriot-Watt University,
Graduate prospects (%),81.7,2020,Cardiff University,81.7,30.0,8.0,10007814,Cardiff University,19.0
Graduate prospects (%),82.4,2020,"Queen's University, Belfast",82.4,26.0,9.0,10005343,The Queen's University of Belfast,16.0
Graduate prospects (%),79.6,2020,University of Strathclyde,79.6,49.0,7.0,10007805,University of Strathclyde,
Graduate prospects (%),74.3,2020,University of Essex,74.3,72.0,5.0,10007791,University of Essex,
Graduate prospects (%),76.0,2020,University of Reading,76.0,66.0,5.0,10007802,University of Reading,
Graduate prospects (%),80.4,2020,University of Sussex,80.4,47.0,7.0,10007806,University of Sussex,
Graduate prospects (%),81.7,2020,Nottingham Trent University,81.7,30.0,8.0,10004797,Nottingham Trent University,
Graduate prospects (%),75.4,2020,University of Leicester,75.4,68.0,5.0,10007796,University of Leicester,
Graduate prospects (%),72.7,2020,University for the Creative Arts,72.7,89.0,4.0,10006427,University for the Creative Arts,
Graduate prospects (%),80.5,2020,Arts University Bournemouth,80.5,46.0,7.0,10000385,The Arts University College at Bournemouth,
Graduate prospects (%),70.9,2020,SOAS University of London,70.9,94.0,3.0,10007780,School of Oriental and African Studies,
Graduate prospects (%),78.2,2020,Aberystwyth University,78.2,56.0,6.0,10007856,Prifysgol Aberystwyth,
Graduate prospects (%),82.1,2020,Keele University,82.1,27.0,8.0,10007767,University of Keele,
Graduate prospects (%),78.7,2020,University of Stirling,78.7,53.0,6.0,10007804,University of Stirling,
Graduate prospects (%),79.1,2020,Aston University,79.1,52.0,7.0,10007759,Aston University,
Graduate prospects (%),78.7,2020,"Queen Mary, University of London",78.7,53.0,6.0,10007775,"Queen Mary and Westfield College, University of London",23.0
Graduate prospects (%),80.9,2020,Coventry University,80.9,39.0,8.0,10001726,Coventry University,
Graduate prospects (%),81.4,2020,University of Lincoln,81.4,34.0,8.0,10007151,University of Lincoln,
Graduate prospects (%),74.0,2020,University of West London,74.0,73.0,5.0,10006566,The University of West London,
Graduate prospects (%),80.8,2020,Staffordshire University,80.8,41.0,7.0,10006299,Staffordshire University,
Graduate prospects (%),78.3,2020,University of Kent,78.3,55.0,6.0,10007150,University of Kent,
Graduate prospects (%),77.2,2020,Edge Hill University,77.2,59.0,6.0,10007823,Edge Hill University,
Graduate prospects (%),85.4,2020,University of Portsmouth,85.4,14.0,9.0,10007155,University of Portsmouth,
Graduate prospects (%),57.1,2020,Leeds Arts University,57.1,131.0,1.0,10003854,Leeds College of Art,
Graduate prospects (%),71.9,2020,Ulster University,71.9,93.0,3.0,10007807,University of Ulster,
Graduate prospects (%),76.3,2020,University of the West of England,76.3,64.0,6.0,10007164,"University of the West of England, Bristol",
Graduate prospects (%),83.8,2020,Liverpool Hope University,83.8,20.0,9.0,10003956,Liverpool Hope University,
Graduate prospects (%),80.0,2020,University of Huddersfield,80.0,48.0,7.0,10007148,University of Huddersfield,
Graduate prospects (%),70.7,2020,Manchester Metropolitan University,70.7,96.0,3.0,10004180,The Manchester Metropolitan University,
Graduate prospects (%),60.6,2020,Norwich University of the Arts,60.6,128.0,1.0,10004775,Norwich University College of the Arts,
Graduate prospects (%),77.4,2020,Oxford Brookes University,77.4,58.0,6.0,10004930,Oxford Brookes University,
Graduate prospects (%),75.4,2020,Northumbria University,75.4,68.0,5.0,10001282,University of Northumbria at Newcastle,
Graduate prospects (%),73.8,2020,Sheffield Hallam University,73.8,74.0,5.0,10005790,Sheffield Hallam University,
Graduate prospects (%),93.8,2020,"St George's, University of London",93.8,1.0,10.0,10007782,St George's Hospital Medical School,
Graduate prospects (%),58.3,2020,"Goldsmiths, University of London",58.3,129.0,1.0,10002718,Goldsmiths' College,
Graduate prospects (%),72.2,2020,University of Roehampton,72.2,91.0,3.0,10007776,Roehampton University,
Graduate prospects (%),67.8,2020,Bangor University,67.8,110.0,2.0,10007857,Bangor University,
Graduate prospects (%),64.6,2020,University of Chichester,64.6,120.0,1.0,10007137,The University of Chichester,
Graduate prospects (%),77.0,2020,Falmouth University,77.0,61.0,6.0,10008640,University College Falmouth,
Graduate prospects (%),73.4,2020,"City, University of London",73.4,83.0,4.0,10001478,The City University,
Graduate prospects (%),83.8,2020,De Montfort University,83.8,20.0,9.0,10001883,De Montfort University,
Graduate prospects (%),76.9,2020,University of Central Lancashire,76.9,62.0,6.0,10007141,University of Central Lancashire,
Graduate prospects (%),73.6,2020,Plymouth University,73.6,77.0,4.0,10007801,University of Plymouth,
Graduate prospects (%),76.0,2020,University of Hull,76.0,66.0,5.0,10007149,University of Hull,
Graduate prospects (%),74.9,2020,Liverpool John Moores University,74.9,71.0,5.0,10003957,Liverpool John Moores University,
Graduate prospects (%),72.2,2020,"University of the Arts, London",72.2,91.0,4.0,10007162,"University of the Arts, London",
Graduate prospects (%),70.1,2020,University of Chester,70.1,102.0,3.0,10007848,University of Chester,
Graduate prospects (%),73.6,2020,York St John University,73.6,77.0,4.0,10007713,York St John University,
Graduate prospects (%),72.9,2020,"Queen Margaret University, Edinburgh",72.9,85.0,4.0,10005337,"Queen Margaret University, Edinburgh",
Graduate prospects (%),81.1,2020,Robert Gordon University,81.1,37.0,8.0,10005500,The Robert Gordon University,
Graduate prospects (%),70.3,2020,University of Greenwich,70.3,101.0,3.0,10007146,University of Greenwich,
Graduate prospects (%),72.6,2020,"St Mary's University, Twickenham",72.6,90.0,4.0,10007843,"St Mary's University College, Twickenham",
Graduate prospects (%),87.7,2020,London South Bank University,87.7,4.0,10.0,10004078,London South Bank University,
Graduate prospects (%),81.3,2020,Teesside University,81.3,35.0,8.0,10007161,Teesside University,
Graduate prospects (%),80.6,2020,University of Hertfordshire,80.6,44.0,7.0,10007147,University of Hertfordshire,
Graduate prospects (%),70.4,2020,Solent University,70.4,99.0,3.0,10006022,Southampton Solent University,
Graduate prospects (%),63.5,2020,Royal Agricultural University,63.5,124.0,1.0,10005545,Royal Agricultural College,
Graduate prospects (%),76.2,2020,University of Derby,76.2,65.0,6.0,10007851,University of Derby,
Graduate prospects (%),81.5,2020,University of Buckingham,81.5,33.0,8.0,10007787,The University of Buckingham,
Graduate prospects (%),75.0,2020,University of Worcester,75.0,70.0,5.0,10007139,University of Worcester,
Graduate prospects (%),68.7,2020,Bournemouth University,68.7,105.0,2.0,10000824,Bournemouth University,
Graduate prospects (%),72.9,2020,University of Gloucestershire,72.9,85.0,4.0,10007145,University of Gloucestershire,
Graduate prospects (%),76.8,2020,Birmingham City University,76.8,63.0,6.0,10007140,Birmingham City University,
Graduate prospects (%),73.7,2020,Glasgow Caledonian University,73.7,76.0,5.0,10007762,Glasgow Caledonian University,
Graduate prospects (%),73.4,2020,Abertay University,73.4,83.0,4.0,10007849,University of Abertay Dundee,
Graduate prospects (%),63.7,2020,University of Winchester,63.7,122.0,1.0,10003614,University of Winchester,
Graduate prospects (%),70.9,2020,Brunel University London,70.9,94.0,3.0,10000961,Brunel University,
Graduate prospects (%),73.8,2020,Edinburgh Napier University,73.8,74.0,5.0,10007772,Edinburgh Napier University,
Graduate prospects (%),63.7,2020,Plymouth Marjon University,63.7,122.0,1.0,10037449,University of St Mark & St John,
Graduate prospects (%),66.0,2020,University of Wales Trinity St David,66.0,114.0,2.0,10007858,University of Wales: Trinity Saint David,
Graduate prospects (%),72.9,2020,Bishop Grosseteste University,72.9,85.0,4.0,10007811,Bishop Grosseteste University College Lincoln,
Graduate prospects (%),82.8,2020,University of Bradford,82.8,25.0,9.0,10007785,University of Bradford,
Graduate prospects (%),64.5,2020,Kingston University,64.5,121.0,1.0,10003678,Kingston University,
Graduate prospects (%),73.5,2020,Middlesex University,73.5,81.0,4.0,10004351,Middlesex University,
Graduate prospects (%),80.7,2020,University of the West of Scotland,80.7,42.0,7.0,10007800,University of the West of Scotland,
Graduate prospects (%),67.1,2020,University of Sunderland,67.1,112.0,2.0,10007159,University of Sunderland,
Graduate prospects (%),66.9,2020,Bath Spa University,66.9,113.0,2.0,10000571,Bath Spa University,
Graduate prospects (%),73.6,2020,University of Salford,73.6,77.0,5.0,10007156,University of Salford,
Graduate prospects (%),65.9,2020,Cardiff Metropolitan University,65.9,115.0,2.0,10007854,Cardiff Metropolitan University,
Graduate prospects (%),68.8,2020,Bucks New University,68.8,104.0,3.0,10000975,Buckinghamshire New University,
Graduate prospects (%),63.4,2020,University of South Wales,63.4,126.0,1.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Graduate prospects (%),64.7,2020,Newman University,64.7,118.0,1.0,10007832,Newman University College,
Graduate prospects (%),68.2,2020,University of Northampton,68.2,108.0,2.0,10007138,The University of Northampton,
Graduate prospects (%),68.1,2020,Leeds Trinity University,68.1,109.0,2.0,10003863,Leeds Trinity University College,
Graduate prospects (%),64.7,2020,Canterbury Christ Church University,64.7,118.0,1.0,10001143,Canterbury Christ Church University,
Graduate prospects (%),70.4,2020,University of Westminster,70.4,99.0,3.0,10007165,The University of Westminster,
Graduate prospects (%),68.3,2020,Anglia Ruskin University,68.3,107.0,2.0,10000291,Anglia Ruskin University,
Graduate prospects (%),73.6,2020,University of Cumbria,73.6,77.0,5.0,10007842,The University of Cumbria,
Graduate prospects (%),67.2,2020,University of Brighton,67.2,111.0,2.0,10000886,University of Brighton,
Graduate prospects (%),63.2,2020,Leeds Beckett University,63.2,127.0,1.0,10003861,Leeds Metropolitan University,
Graduate prospects (%),68.9,2020,University of Wolverhampton,68.9,103.0,3.0,10007166,University of Wolverhampton,
Graduate prospects (%),57.4,2020,University of Bolton,57.4,130.0,1.0,10006841,The University of Bolton,
Graduate prospects (%),70.7,2020,London Metropolitan University,70.7,96.0,3.0,10004048,London Metropolitan University,
Graduate prospects (%),65.3,2020,University of East London,65.3,116.0,2.0,10007144,University of East London,
Graduate prospects (%),70.6,2020,University of Bedfordshire,70.6,98.0,3.0,10007152,University of Bedfordshire,
Graduate prospects (%),65.0,2020,University of Suffolk,65.0,117.0,2.0,10014001,University Campus Suffolk Ltd,
Graduate prospects (%),63.5,2020,Wrexham Glyndwr University,63.5,124.0,1.0,10007833,Glyndwr University,
Graduate prospects (%),68.7,2020,Ravensbourne University London,68.7,105.0,2.0,10005389,Ravensbourne Limited,
Firsts/2:1s (%),93.4,2020,University of Cambridge,93.4,2.0,10.0,10007788,University of Cambridge,2.0
Firsts/2:1s (%),94.0,2020,University of Oxford,94.0,1.0,10.0,10007774,University of Oxford,1.0
Firsts/2:1s (%),89.8,2020,University of St Andrews,89.8,5.0,10.0,10007803,University of St Andrews,
Firsts/2:1s (%),89.2,2020,Imperial College London,89.2,9.0,10.0,10003270,"Imperial College of Science, Technology and Medicine",8.0
Firsts/2:1s (%),83.8,2020,Loughborough University,83.8,24.0,9.0,10004113,Loughborough University,
Firsts/2:1s (%),90.5,2020,London School of Economics and Political Science,90.5,4.0,10.0,10004063,London School of Economics & Political Science,4.0
Firsts/2:1s (%),92.1,2020,Durham University,92.1,3.0,10.0,10007143,University of Durham,3.0
Firsts/2:1s (%),78.7,2020,Lancaster University,78.7,47.0,7.0,10007768,University of Lancaster,
Firsts/2:1s (%),89.7,2020,University College London,89.7,7.0,10.0,10007784,University College London,6.0
Firsts/2:1s (%),84.3,2020,University of Warwick,84.3,21.0,9.0,10007163,University of Warwick,15.0
Firsts/2:1s (%),88.3,2020,University of Bath,88.3,10.0,10.0,10007850,University of Bath (The),
Firsts/2:1s (%),87.9,2020,University of Exeter,87.9,11.0,10.0,10007792,University of Exeter,9.0
Firsts/2:1s (%),86.9,2020,University of Leeds,86.9,14.0,9.0,10007795,University of Leeds,10.0
Firsts/2:1s (%),86.6,2020,University of Birmingham,86.6,16.0,9.0,10006840,University of Birmingham,12.0
Firsts/2:1s (%),89.8,2020,University of Bristol,89.8,5.0,10.0,10007786,University of Bristol,5.0
Firsts/2:1s (%),84.8,2020,University of Glasgow,84.8,19.0,9.0,10007794,University of Glasgow,14.0
Firsts/2:1s (%),74.4,2020,Harper Adams University,74.4,72.0,5.0,10040812,Harper Adams University,
Firsts/2:1s (%),83.1,2020,University of Manchester,83.1,28.0,8.0,10007798,The University of Manchester,20.0
Firsts/2:1s (%),82.6,2020,"Royal Holloway, University of London",82.6,29.0,8.0,10005553,Royal Holloway College and Bedford New College,
Firsts/2:1s (%),84.9,2020,University of Southampton,84.9,18.0,9.0,10007158,University of Southampton,13.0
Firsts/2:1s (%),84.1,2020,University of Nottingham,84.1,22.0,9.0,10007154,University of Nottingham,16.0
Firsts/2:1s (%),80.5,2020,University of York,80.5,36.0,8.0,10007167,University of York,24.0
Firsts/2:1s (%),87.2,2020,University of East Anglia,87.2,12.0,10.0,10007789,University of East Anglia,
Firsts/2:1s (%),78.9,2020,University of Dundee,78.9,45.0,7.0,10007852,University of Dundee,
Firsts/2:1s (%),89.5,2020,University of Edinburgh,89.5,8.0,10.0,10007790,University of Edinburgh,7.0
Firsts/2:1s (%),81.5,2020,University of Sheffield,81.5,33.0,8.0,10007157,University of Sheffield,21.0
Firsts/2:1s (%),87.1,2020,University of Aberdeen,87.1,13.0,10.0,10007783,University of Aberdeen,
Firsts/2:1s (%),81.3,2020,Newcastle University,81.3,34.0,8.0,10007799,University of Newcastle Upon Tyne,22.0
Firsts/2:1s (%),80.6,2020,University of Liverpool,80.6,35.0,8.0,10006842,University of Liverpool,23.0
Firsts/2:1s (%),86.7,2020,King's College London,86.7,15.0,9.0,10003645,King's College London,11.0
Firsts/2:1s (%),78.0,2020,Swansea University,78.0,49.0,7.0,10007855,Swansea University,
Firsts/2:1s (%),85.0,2020,University of Surrey,85.0,17.0,9.0,10007160,University of Surrey,
Firsts/2:1s (%),79.7,2020,Heriot-Watt University,79.7,41.0,7.0,10007764,Heriot-Watt University,
Firsts/2:1s (%),83.3,2020,Cardiff University,83.3,26.0,9.0,10007814,Cardiff University,18.0
Firsts/2:1s (%),84.0,2020,"Queen's University, Belfast",84.0,23.0,9.0,10005343,The Queen's University of Belfast,17.0
Firsts/2:1s (%),83.4,2020,University of Strathclyde,83.4,25.0,9.0,10007805,University of Strathclyde,
Firsts/2:1s (%),74.5,2020,University of Essex,74.5,71.0,5.0,10007791,University of Essex,
Firsts/2:1s (%),81.7,2020,University of Reading,81.7,31.0,8.0,10007802,University of Reading,
Firsts/2:1s (%),75.6,2020,University of Sussex,75.6,62.0,6.0,10007806,University of Sussex,
Firsts/2:1s (%),74.4,2020,Nottingham Trent University,74.4,72.0,5.0,10004797,Nottingham Trent University,
Firsts/2:1s (%),78.4,2020,University of Leicester,78.4,48.0,7.0,10007796,University of Leicester,
Firsts/2:1s (%),75.1,2020,University for the Creative Arts,75.1,65.0,5.0,10006427,University for the Creative Arts,
Firsts/2:1s (%),66.1,2020,Arts University Bournemouth,66.1,120.0,1.0,10000385,The Arts University College at Bournemouth,
Firsts/2:1s (%),81.7,2020,SOAS University of London,81.7,31.0,8.0,10007780,School of Oriental and African Studies,
Firsts/2:1s (%),69.0,2020,Aberystwyth University,69.0,104.0,2.0,10007856,Prifysgol Aberystwyth,
Firsts/2:1s (%),74.2,2020,Keele University,74.2,75.0,5.0,10007767,University of Keele,
Firsts/2:1s (%),76.3,2020,University of Stirling,76.3,56.0,6.0,10007804,University of Stirling,
Firsts/2:1s (%),84.4,2020,Aston University,84.4,20.0,9.0,10007759,Aston University,
Firsts/2:1s (%),83.2,2020,"Queen Mary, University of London",83.2,27.0,8.0,10007775,"Queen Mary and Westfield College, University of London",19.0
Firsts/2:1s (%),76.1,2020,Coventry University,76.1,57.0,6.0,10001726,Coventry University,
Firsts/2:1s (%),75.1,2020,University of Lincoln,75.1,65.0,5.0,10007151,University of Lincoln,
Firsts/2:1s (%),74.3,2020,University of West London,74.3,74.0,5.0,10006566,The University of West London,
Firsts/2:1s (%),72.3,2020,Staffordshire University,72.3,85.0,4.0,10006299,Staffordshire University,
Firsts/2:1s (%),79.1,2020,University of Kent,79.1,43.0,7.0,10007150,University of Kent,
Firsts/2:1s (%),74.0,2020,Edge Hill University,74.0,76.0,5.0,10007823,Edge Hill University,
Firsts/2:1s (%),75.0,2020,University of Portsmouth,75.0,68.0,5.0,10007155,University of Portsmouth,
Firsts/2:1s (%),79.9,2020,Leeds Arts University,79.9,39.0,7.0,10003854,Leeds College of Art,
Firsts/2:1s (%),76.0,2020,Ulster University,76.0,58.0,6.0,10007807,University of Ulster,
Firsts/2:1s (%),75.4,2020,University of the West of England,75.4,63.0,6.0,10007164,"University of the West of England, Bristol",
Firsts/2:1s (%),68.0,2020,Liverpool Hope University,68.0,110.0,2.0,10003956,Liverpool Hope University,
Firsts/2:1s (%),74.6,2020,University of Huddersfield,74.6,70.0,5.0,10007148,University of Huddersfield,
Firsts/2:1s (%),73.2,2020,Manchester Metropolitan University,73.2,80.0,4.0,10004180,The Manchester Metropolitan University,
Firsts/2:1s (%),71.8,2020,Norwich University of the Arts,71.8,87.0,4.0,10004775,Norwich University College of the Arts,
Firsts/2:1s (%),75.7,2020,Oxford Brookes University,75.7,59.0,6.0,10004930,Oxford Brookes University,
Firsts/2:1s (%),77.3,2020,Northumbria University,77.3,51.0,7.0,10001282,University of Northumbria at Newcastle,
Firsts/2:1s (%),74.7,2020,Sheffield Hallam University,74.7,69.0,5.0,10005790,Sheffield Hallam University,
Firsts/2:1s (%),80.3,2020,"St George's, University of London",80.3,37.0,8.0,10007782,St George's Hospital Medical School,
Firsts/2:1s (%),81.9,2020,"Goldsmiths, University of London",81.9,30.0,8.0,10002718,Goldsmiths' College,
Firsts/2:1s (%),68.7,2020,University of Roehampton,68.7,107.0,2.0,10007776,Roehampton University,
Firsts/2:1s (%),71.4,2020,Bangor University,71.4,90.0,4.0,10007857,Bangor University,
Firsts/2:1s (%),73.1,2020,University of Chichester,73.1,81.0,4.0,10007137,The University of Chichester,
Firsts/2:1s (%),78.0,2020,Falmouth University,78.0,49.0,7.0,10008640,University College Falmouth,
Firsts/2:1s (%),73.1,2020,"City, University of London",73.1,81.0,4.0,10001478,The City University,
Firsts/2:1s (%),75.1,2020,De Montfort University,75.1,65.0,6.0,10001883,De Montfort University,
Firsts/2:1s (%),71.8,2020,University of Central Lancashire,71.8,87.0,4.0,10007141,University of Central Lancashire,
Firsts/2:1s (%),70.9,2020,Plymouth University,70.9,95.0,3.0,10007801,University of Plymouth,
Firsts/2:1s (%),70.4,2020,University of Hull,70.4,97.0,3.0,10007149,University of Hull,
Firsts/2:1s (%),73.8,2020,Liverpool John Moores University,73.8,78.0,5.0,10003957,Liverpool John Moores University,
Firsts/2:1s (%),71.3,2020,"University of the Arts, London",71.3,91.0,3.0,10007162,"University of the Arts, London",
Firsts/2:1s (%),69.7,2020,University of Chester,69.7,101.0,3.0,10007848,University of Chester,
Firsts/2:1s (%),68.6,2020,York St John University,68.6,108.0,2.0,10007713,York St John University,
Firsts/2:1s (%),79.0,2020,"Queen Margaret University, Edinburgh",79.0,44.0,7.0,10005337,"Queen Margaret University, Edinburgh",
Firsts/2:1s (%),69.9,2020,Robert Gordon University,69.9,100.0,3.0,10005500,The Robert Gordon University,
Firsts/2:1s (%),77.0,2020,University of Greenwich,77.0,53.0,6.0,10007146,University of Greenwich,
Firsts/2:1s (%),75.3,2020,"St Mary's University, Twickenham",75.3,64.0,6.0,10007843,"St Mary's University College, Twickenham",
Firsts/2:1s (%),69.5,2020,London South Bank University,69.5,103.0,3.0,10004078,London South Bank University,
Firsts/2:1s (%),68.0,2020,Teesside University,68.0,110.0,2.0,10007161,Teesside University,
Firsts/2:1s (%),64.9,2020,University of Hertfordshire,64.9,123.0,1.0,10007147,University of Hertfordshire,
Firsts/2:1s (%),71.3,2020,Solent University,71.3,91.0,3.0,10006022,Southampton Solent University,
Firsts/2:1s (%),63.5,2020,Royal Agricultural University,63.5,127.0,1.0,10005545,Royal Agricultural College,
Firsts/2:1s (%),65.7,2020,University of Derby,65.7,122.0,1.0,10007851,University of Derby,
Firsts/2:1s (%),69.7,2020,University of Buckingham,69.7,101.0,3.0,10007787,The University of Buckingham,
Firsts/2:1s (%),67.1,2020,University of Worcester,67.1,117.0,2.0,10007139,University of Worcester,
Firsts/2:1s (%),76.4,2020,Bournemouth University,76.4,54.0,6.0,10000824,Bournemouth University,
Firsts/2:1s (%),71.3,2020,University of Gloucestershire,71.3,91.0,3.0,10007145,University of Gloucestershire,
Firsts/2:1s (%),71.6,2020,Birmingham City University,71.6,89.0,4.0,10007140,Birmingham City University,
Firsts/2:1s (%),79.9,2020,Glasgow Caledonian University,79.9,39.0,8.0,10007762,Glasgow Caledonian University,
Firsts/2:1s (%),65.8,2020,Abertay University,65.8,121.0,1.0,10007849,University of Abertay Dundee,
Firsts/2:1s (%),76.4,2020,University of Winchester,76.4,54.0,6.0,10003614,University of Winchester,
Firsts/2:1s (%),75.7,2020,Brunel University London,75.7,59.0,6.0,10000961,Brunel University,
Firsts/2:1s (%),75.7,2020,Edinburgh Napier University,75.7,59.0,6.0,10007772,Edinburgh Napier University,
Firsts/2:1s (%),77.1,2020,Plymouth Marjon University,77.1,52.0,7.0,10037449,University of St Mark & St John,
Firsts/2:1s (%),72.9,2020,University of Wales Trinity St David,72.9,83.0,4.0,10007858,University of Wales: Trinity Saint David,
Firsts/2:1s (%),69.0,2020,Bishop Grosseteste University,69.0,104.0,3.0,10007811,Bishop Grosseteste University College Lincoln,
Firsts/2:1s (%),80.2,2020,University of Bradford,80.2,38.0,8.0,10007785,University of Bradford,
Firsts/2:1s (%),72.5,2020,Kingston University,72.5,84.0,4.0,10003678,Kingston University,
Firsts/2:1s (%),67.2,2020,Middlesex University,67.2,116.0,2.0,10004351,Middlesex University,
Firsts/2:1s (%),71.3,2020,University of the West of Scotland,71.3,91.0,4.0,10007800,University of the West of Scotland,
Firsts/2:1s (%),64.7,2020,University of Sunderland,64.7,124.0,1.0,10007159,University of Sunderland,
Firsts/2:1s (%),78.8,2020,Bath Spa University,78.8,46.0,7.0,10000571,Bath Spa University,
Firsts/2:1s (%),73.7,2020,University of Salford,73.7,79.0,4.0,10007156,University of Salford,
Firsts/2:1s (%),67.4,2020,Cardiff Metropolitan University,67.4,113.0,2.0,10007854,Cardiff Metropolitan University,
Firsts/2:1s (%),60.4,2020,Bucks New University,60.4,131.0,1.0,10000975,Buckinghamshire New University,
Firsts/2:1s (%),67.3,2020,University of South Wales,67.3,115.0,2.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Firsts/2:1s (%),60.9,2020,Newman University,60.9,128.0,1.0,10007832,Newman University College,
Firsts/2:1s (%),68.0,2020,University of Northampton,68.0,110.0,2.0,10007138,The University of Northampton,
Firsts/2:1s (%),79.3,2020,Leeds Trinity University,79.3,42.0,7.0,10003863,Leeds Trinity University College,
Firsts/2:1s (%),68.8,2020,Canterbury Christ Church University,68.8,106.0,2.0,10001143,Canterbury Christ Church University,
Firsts/2:1s (%),70.5,2020,University of Westminster,70.5,96.0,3.0,10007165,The University of Westminster,
Firsts/2:1s (%),74.0,2020,Anglia Ruskin University,74.0,76.0,5.0,10000291,Anglia Ruskin University,
Firsts/2:1s (%),67.4,2020,University of Cumbria,67.4,113.0,2.0,10007842,The University of Cumbria,
Firsts/2:1s (%),72.2,2020,University of Brighton,72.2,86.0,4.0,10000886,University of Brighton,
Firsts/2:1s (%),70.3,2020,Leeds Beckett University,70.3,99.0,3.0,10003861,Leeds Metropolitan University,
Firsts/2:1s (%),66.2,2020,University of Wolverhampton,66.2,119.0,1.0,10007166,University of Wolverhampton,
Firsts/2:1s (%),60.8,2020,University of Bolton,60.8,129.0,1.0,10006841,The University of Bolton,
Firsts/2:1s (%),60.8,2020,London Metropolitan University,60.8,129.0,1.0,10004048,London Metropolitan University,
Firsts/2:1s (%),68.1,2020,University of East London,68.1,109.0,2.0,10007144,University of East London,
Firsts/2:1s (%),63.9,2020,University of Bedfordshire,63.9,125.0,1.0,10007152,University of Bedfordshire,
Firsts/2:1s (%),66.8,2020,University of Suffolk,66.8,118.0,1.0,10014001,University Campus Suffolk Ltd,
Firsts/2:1s (%),70.4,2020,Wrexham Glyndwr University,70.4,97.0,3.0,10007833,Glyndwr University,
Firsts/2:1s (%),63.9,2020,Ravensbourne University London,63.9,125.0,1.0,10005389,Ravensbourne Limited,
Completion rate (%),98.3,2020,University of Cambridge,98.3,2.0,10.0,10007788,University of Cambridge,2.0
Completion rate (%),98.6,2020,University of Oxford,98.6,1.0,10.0,10007774,University of Oxford,1.0
Completion rate (%),96.3,2020,University of St Andrews,96.3,6.0,10.0,10007803,University of St Andrews,
Completion rate (%),96.5,2020,Imperial College London,96.5,4.0,10.0,10003270,"Imperial College of Science, Technology and Medicine",3.0
Completion rate (%),92.1,2020,Loughborough University,92.1,25.0,8.0,10004113,Loughborough University,
Completion rate (%),95.4,2020,London School of Economics and Political Science,95.4,9.0,10.0,10004063,London School of Economics & Political Science,7.0
Completion rate (%),96.4,2020,Durham University,96.4,5.0,10.0,10007143,University of Durham,4.0
Completion rate (%),93.6,2020,Lancaster University,93.6,15.0,9.0,10007768,University of Lancaster,
Completion rate (%),94.5,2020,University College London,94.5,13.0,10.0,10007784,University College London,11.0
Completion rate (%),95.1,2020,University of Warwick,95.1,10.0,10.0,10007163,University of Warwick,8.0
Completion rate (%),96.6,2020,University of Bath,96.6,3.0,10.0,10007850,University of Bath (The),
Completion rate (%),95.8,2020,University of Exeter,95.8,7.0,10.0,10007792,University of Exeter,5.0
Completion rate (%),92.4,2020,University of Leeds,92.4,23.0,9.0,10007795,University of Leeds,17.0
Completion rate (%),94.9,2020,University of Birmingham,94.9,12.0,10.0,10006840,University of Birmingham,10.0
Completion rate (%),95.8,2020,University of Bristol,95.8,7.0,10.0,10007786,University of Bristol,5.0
Completion rate (%),89.9,2020,University of Glasgow,89.9,40.0,7.0,10007794,University of Glasgow,22.0
Completion rate (%),91.3,2020,Harper Adams University,91.3,32.0,8.0,10040812,Harper Adams University,
Completion rate (%),92.9,2020,University of Manchester,92.9,18.0,9.0,10007798,The University of Manchester,13.0
Completion rate (%),92.1,2020,"Royal Holloway, University of London",92.1,25.0,9.0,10005553,Royal Holloway College and Bedford New College,
Completion rate (%),89.3,2020,University of Southampton,89.3,44.0,7.0,10007158,University of Southampton,24.0
Completion rate (%),93.8,2020,University of Nottingham,93.8,14.0,9.0,10007154,University of Nottingham,12.0
Completion rate (%),92.8,2020,University of York,92.8,20.0,9.0,10007167,University of York,15.0
Completion rate (%),90.7,2020,University of East Anglia,90.7,35.0,8.0,10007789,University of East Anglia,
Completion rate (%),88.5,2020,University of Dundee,88.5,49.0,7.0,10007852,University of Dundee,
Completion rate (%),92.1,2020,University of Edinburgh,92.1,25.0,9.0,10007790,University of Edinburgh,18.0
Completion rate (%),92.8,2020,University of Sheffield,92.8,20.0,9.0,10007157,University of Sheffield,15.0
